SequenceID	kingdom	phylum	class	order	family	genus	species	assignment	species_hypothesis	Confidence.x	taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource	assignment.1
ASV179	Fungi	Ascomycota	NA	NA	NA	NA	NA	Ascomycota	NA	0.9899267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota
ASV180	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	Dothideomycetes	NA	0.9999998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dothideomycetes
ASV181	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	NA	Trichosporon	NA	1.0000000	Trichosporon	1CB1CC33-36B9-11D5-9548-00D0592D548C	10296	13	Pathotroph-Saprotroph	|Animal Parasite|-Animal Pathogen-Undefined Saprotroph	Probable	Yeast	NULL	As animal_decomposer (Põlme et al. 2020); Decay animal material (Põlme et al. 2020); Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); https://www.cdc.gov ((https://www.cdc.gov))	Trichosporon
ASV182	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	NA	Neodevriesia	sSH0960616.09FU	0.9710105	Neodevriesiaceae	F8168581-D82E-4A75-9190-C7925084B4CA	807766	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Members are foliicolous, saprobic or plant pathogenic (Quaedvlieg et al. 2014)	Quaedvlieg W., et al. 2014. Persoonia 3:31-40 ((http://doi.org/10.3767/003158514X681981))	Neodevriesia
ASV183	Fungi	Basidiomycota	NA	NA	NA	NA	NA	Basidiomycota	sSH0918878.09FU	0.9918721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Basidiomycota
ASV184	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Fusarium	sSH1126521.09FU	0.9602969	Nectriaceae	1CB1CD7A-36B9-11D5-9548-00D0592D548C	81059	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))	Fusarium
ASV185	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	NA	Simplicillium	NA	1.0000000	Hypocreales	1CB18E60-36B9-11D5-9548-00D0592D548C	90477	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Simplicillium
ASV186	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	NA	NA	Stereaceae	sSH0935519.09FU	0.9388150	Stereaceae	1CB1CDDC-36B9-11D5-9548-00D0592D548C	81424	9	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Probable	Corticioid-Polyporoid	NULL	Lignicolous or terrestrial (in leaf litter); typically saprobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Stereaceae
ASV187	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Eupenidiella	Eupenidiella_venezuelensis	Eupenidiella_venezuelensis	sSH1084567.09FU	0.9883669	Teratosphaeriaceae	87A3FDCC-E75C-4F2E-B987-C7579847CE32	504465	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)	Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))	Eupenidiella_venezuelensis
ASV188	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum_sanguinolentum	Stereum_sanguinolentum	NA	0.8199895	Stereaceae	1CB1CDDC-36B9-11D5-9548-00D0592D548C	81424	9	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Probable	Corticioid-Polyporoid	NULL	Lignicolous or terrestrial (in leaf litter); typically saprobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Stereum_sanguinolentum
ASV189	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis_diluta	Skeletocutis_diluta	sSH1010832.09FU	0.9999901	Skeletocutis	1CB1A2C9-36B9-11D5-9548-00D0592D548C	18554	13	Saprotroph	|Wood Saprotroph|	Highly Probable	Polyporoid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Skeletocutis_diluta
ASV190	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium_tubakii	Acremonium_tubakii	sSH1310858.09FU	0.9816222	Hypocreales	1CB18E60-36B9-11D5-9548-00D0592D548C	90477	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Acremonium_tubakii
ASV191	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_albobadia	Peniophora_albobadia	sSH1068847.09FU	0.8733082	Peniophoraceae	1CB1CD8B-36B9-11D5-9548-00D0592D548C	81123	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Corticioid	White Rot	Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Peniophora_albobadia
ASV192	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA	Mortierellaceae	NA	0.9999944	Mortierellaceae	3BD31551-4295-4664-858B-8E44073A293E	816415	9	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))	Mortierellaceae
ASV193	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_mucilaginosa	Rhodotorula_mucilaginosa	sSH1008722.09FU	0.9970464	Sporidiobolaceae	20AD224D-9EFF-4C1C-8214-59BA76CCCDF3	82101	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic, found in a wide range of habitats and especially in aquatic systems. Some of the red yeasts in this family are widely encountered spoilage organisms and opportunistic human pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Rhodotorula_mucilaginosa
ASV194	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	NA	NA	Malasseziaceae	sSH1013102.09FU	1.0000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Malasseziaceae
ASV195	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA	Agaricales	sSH1201837.09FU	0.9988586	Agaricales	715D162F-5F0E-40C8-A7DC-79D488D3F937	90508	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Possible	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)	Agaricales
ASV196	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	Fuscoporia_chinensis	Fuscoporia_chinensis	sSH1189814.09FU	0.9999086	Hymenochaetaceae	CC29D6F9-5984-496D-97E7-42EB138C1FEE	536196	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Wood Saprotroph	Probable	Corticioid-Polyporoid	NULL	Lignicolous, causing white rots, rarely ectomycorrhizal (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Fuscoporia_chinensis
ASV197	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaericola	NA	Teratosphaericola	NA	0.9996489	Teratosphaeriaceae	87A3FDCC-E75C-4F2E-B987-C7579847CE32	504465	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)	Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))	Teratosphaericola
ASV198	Fungi	NA	NA	NA	NA	NA	NA	NA	sSH0884008.09FU	0.9865040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV199	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA	Agaricales	sSH1217731.09FU	0.9999998	Agaricales	715D162F-5F0E-40C8-A7DC-79D488D3F937	90508	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Possible	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)	Agaricales
ASV200	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Nectriaceae	NA	0.9849922	Nectriaceae	1CB1CD7A-36B9-11D5-9548-00D0592D548C	81059	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))	Nectriaceae
ASV201	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA	Curvularia	NA	0.9999026	Pleosporaceae	1CB1CDA2-36B9-11D5-9548-00D0592D548C	81188	9	Pathotroph-Saprotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))	Curvularia
ASV202	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA	Auriculariales	sSH1300732.09FU	0.9821716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Auriculariales
ASV203	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA	Polyporales	sSH1231330.09FU	0.7358280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyporales
ASV204	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA	Corticiales	sSH1308167.09FU	0.9999972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Corticiales
ASV205	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Peniophorella	Peniophorella_praetermissa	Peniophorella_praetermissa	sSH1124829.09FU	0.9999771	Peniophorella	0CB5C5A6-62A5-4579-B5A2-76797F4EBA35	18202	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Peniophorella_praetermissa
ASV206	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium_slooffiae	Cystobasidium_slooffiae	sSH0970186.09FU	0.9970690	Cystobasidium	089EE3BE-975C-47BF-8DD0-494C299F8F10	17446	13	Pathotroph	|Fungal Parasite|	Highly Probable	Dimorphic-Facultative Yeast	NULL	As mycoparasite (Põlme et al. 2020); Decay fungal material (Põlme et al. 2020); Host - Thelebolales (Põlme et al. 2020)	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Cystobasidium_slooffiae
ASV207	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_petricola	Knufia_petricola	sSH1070857.09FU	0.9990205	Trichomeriaceae	B366E4F5-4360-49B3-BA47-86698B5D3511	800935	9	Symbiotroph	Epiphyte	Probable	Microfungus	NULL	Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)	Chomnunti P, et al. 2012. Fungal Diversity 56:63-76 ((https://doi.org/10.1007/s13225-012-0197-2))	Knufia_petricola
ASV208	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Resinicium	Resinicium_friabile	Resinicium_friabile	sSH1252024.09FU	0.9533811	Resinicium	1CB1CAE9-36B9-11D5-9548-00D0592D548C	18453	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Resinicium_friabile
ASV209	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	NA	NA	Hymenochaetales	NA	0.7819585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hymenochaetales
ASV210	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	NA	Neodevriesia	sSH0960646.09FU	0.9381567	Neodevriesiaceae	F8168581-D82E-4A75-9190-C7925084B4CA	807766	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Members are foliicolous, saprobic or plant pathogenic (Quaedvlieg et al. 2014)	Quaedvlieg W., et al. 2014. Persoonia 3:31-40 ((http://doi.org/10.3767/003158514X681981))	Neodevriesia
ASV211	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae	Sterigmatomyces	Sterigmatomyces_halophilus	Sterigmatomyces_halophilus	NA	1.0000000	Agaricostilbaceae	1CB1CCAC-36B9-11D5-9548-00D0592D548C	82058	9	Saprotroph	Undefined Saprotroph	Possible	NULL	NULL	Probably saprobic, usually associated with dead palm tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Sterigmatomyces_halophilus
ASV212	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_croceiaffinis	Aspergillus_croceiaffinis	sSH0941982.09FU	0.9981961	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Aspergillus_croceiaffinis
ASV213	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dichomitus	NA	Dichomitus	sSH1135833.09FU	0.9831801	Polyporaceae	1CB19B17-36B9-11D5-9548-00D0592D548C	81203	9	Saprotroph	Wood Saprotroph	Probable	Polyporoid	Brown Rot-White Rot	Lignicolous, causing brown or white rot, mostly of broadleaved trees (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Dichomitus
ASV214	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_pini	Peniophora_pini	sSH1068862.09FU	0.9254495	Peniophoraceae	1CB1CD8B-36B9-11D5-9548-00D0592D548C	81123	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Corticioid	White Rot	Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Peniophora_pini
ASV215	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	0.8888533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV216	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Dothiora	Dothiora_infuscans	Dothiora_infuscans	sSH1204667.09FU	0.9999993	Dothiora	F5AB58E1-AB0A-4087-BA0B-F0197750FA9A	1702	13	 Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Microfungus	NULL	Decay: wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Dothiora_infuscans
ASV217	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_cancerae	Exophiala_cancerae	sSH1072542.09FU	0.9425105	Herpotrichiellaceae	1CB1CD37-36B9-11D5-9548-00D0592D548C	80856	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Exophiala_cancerae
ASV218	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_subflaviporus	Xylodon_subflaviporus	sSH1236554.09FU	0.9807347	Schizoporaceae	1CB1CDC9-36B9-11D5-9548-00D0592D548C	80038	9	Saprotroph	Wood Saprotroph	Probable	Corticioid	White Rot	Saprobic, causing white rot of standing and fallen wood of coniferous and broadleaved trees, rarely on herbaceous stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Xylodon_subflaviporus
ASV219	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA	Agaricomycetes	NA	1.0000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agaricomycetes
ASV220	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_pubescens	Trametes_pubescens	sSH1122502.09FU	0.8188336	Polyporaceae	1CB19B17-36B9-11D5-9548-00D0592D548C	81203	9	Saprotroph	Wood Saprotroph	Probable	Polyporoid	Brown Rot-White Rot	Lignicolous, causing brown or white rot, mostly of broadleaved trees (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Trametes_pubescens
ASV221	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_bicornis	Peniophora_bicornis	sSH1068927.09FU	0.9723783	Peniophoraceae	1CB1CD8B-36B9-11D5-9548-00D0592D548C	81123	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Corticioid	White Rot	Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Peniophora_bicornis
ASV222	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Eupenidiella	Eupenidiella_venezuelensis	Eupenidiella_venezuelensis	sSH1084567.09FU	0.9903308	Teratosphaeriaceae	87A3FDCC-E75C-4F2E-B987-C7579847CE32	504465	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)	Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))	Eupenidiella_venezuelensis
ASV223	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Penicillium	NA	0.9953027	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Penicillium
ASV224	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Didymocyrtis	Didymocyrtis_pini	Didymocyrtis_pini	sSH0942280.09FU	0.9885281	Phaeosphaeriaceae	1CB1CD8E-36B9-11D5-9548-00D0592D548C	81637	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Didymocyrtis_pini
